Cliente_ID,Genero,Adulto_Mayor,Pareja,Cargas,Meses_Permanencia,Servicio_Telefonico,Multiples_Lineas,Servicio_Internet,Seguridad_Online,Respaldo_Online,Proteccion_Dispositivos,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Contrato,Facturacion_Electronica,Metodo_Pago,Fuga,Cargo_Mensual,Cargo_Total,Comuna
7120-RFMVS,Masculino,0,No,No,1,Si,Si,Fibra Optica,No,No,No,No,Si,No,Sin Contrato/Prepago,No,Transferencia/Webpay,Si,42250.0,42250.0,Concepcion
7924-GJZFI,Femenino,1,Si,No,25,Si,No,Fibra Optica,No,No,No,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,34650.0,906550.0,Concepcion
4702-HDRKD,Masculino,0,No,No,67,No,Sin linea,ADSL/Cobre,Si,No,Si,Si,Si,No,Plan 12 Meses,Si,PAC (Cta Cte),No,24675.0,1660675.0,Hualpen
8512-WIWYV,Masculino,0,No,No,32,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,No,PAT (Tarjeta Credito),No,10175.0,353750.0,Talcahuano
5897-ZYEKH,Femenino,1,Si,No,67,Si,Si,Fibra Optica,Si,Si,No,No,Si,Si,Plan 12 Meses,Si,Transferencia/Webpay,No,52800.0,3556075.0,Concepcion
5456-ITGIC,Masculino,1,Si,No,72,No,Sin linea,ADSL/Cobre,Si,Si,Si,Si,Si,Si,Plan 24 Meses,Si,PAT (Tarjeta Credito),No,32225.0,2320550.0,Hualpen
7317-GGVPB,Masculino,0,Si,No,71,Si,Si,Fibra Optica,No,Si,Si,Si,Si,Si,Plan 24 Meses,Si,PAT (Tarjeta Credito),Si,54300.0,3845450.0,San Pedro de la Paz
1406-PUQVY,Masculino,0,No,Si,1,Si,No,ADSL/Cobre,No,Si,No,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,24950.0,24950.0,Talcahuano
1322-AGOQM,Masculino,0,No,No,46,No,Sin linea,ADSL/Cobre,No,Si,No,No,No,No,Sin Contrato/Prepago,No,PAC (Cta Cte),Si,15150.0,690050.0,Hualpen
3677-IYRBF,Femenino,1,No,No,2,No,Sin linea,ADSL/Cobre,No,No,Si,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,15200.0,39325.0,Talcahuano
5692-FPTAH,Femenino,0,No,No,1,Si,No,ADSL/Cobre,No,No,No,No,No,No,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,Si,22700.0,22700.0,Hualpen
9114-AAFQH,Femenino,0,Si,No,48,Si,No,ADSL/Cobre,No,Si,Si,No,No,Si,Plan 12 Meses,Si,Transferencia/Webpay,No,32825.0,1547325.0,Hualpen
8715-KKTFG,Femenino,0,Si,No,61,Si,Si,Fibra Optica,No,No,Si,Si,Si,Si,Plan 12 Meses,Si,PAC (Cta Cte),No,51650.0,3259175.0,Concepcion
1550-LOAHA,Femenino,0,Si,No,32,Si,No,Fibra Optica,No,Si,No,No,No,Si,Sin Contrato/Prepago,No,PAC (Cta Cte),Si,42075.0,1292975.0,Concepcion
1728-BQDMA,Femenino,0,No,No,2,Si,No,ADSL/Cobre,No,No,No,No,No,No,Sin Contrato/Prepago,No,Transferencia/Webpay,No,22225.0,41350.0,San Pedro de la Paz
0268-QKIWO,Femenino,0,No,No,3,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Transferencia/Webpay,Si,9875.0,29425.0,Chiguayante
0876-WDUUZ,Femenino,0,No,No,5,Si,No,Fibra Optica,No,No,No,Si,No,Si,Sin Contrato/Prepago,Si,PAT (Tarjeta Credito),Si,42700.0,212950.0,Hualpen
5117-ZSMHQ,Femenino,0,Si,Si,71,Si,Si,ADSL/Cobre,Si,Si,Si,Si,Si,Si,Plan 24 Meses,No,PAC (Cta Cte),No,44950.0,3171350.0,Talcahuano
5151-HQRDG,Masculino,0,Si,No,37,Si,Si,ADSL/Cobre,Si,No,No,No,No,No,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,No,27525.0,1015375.0,Chiguayante
0960-HUWBM,Masculino,0,Si,Si,65,Si,Si,Fibra Optica,No,No,Si,Si,Si,Si,Plan 24 Meses,Si,PAC (Cta Cte),No,52050.0,3350025.0,Chiguayante
6465-GSRCL,Femenino,0,No,Si,67,Si,Si,Fibra Optica,No,Si,No,Si,Si,Si,Plan 12 Meses,Si,PAC (Cta Cte),No,53300.0,3622350.0,San Pedro de la Paz
0617-FHSGK,Masculino,0,No,Si,49,Si,Si,Fibra Optica,No,No,No,No,No,No,Sin Contrato/Prepago,No,PAT (Tarjeta Credito),Si,37600.0,1839150.0,Concepcion
0263-FJTQO,Masculino,0,Si,Si,50,Si,Si,ADSL/Cobre,Si,No,No,Si,Si,No,Plan 24 Meses,Si,PAT (Tarjeta Credito),No,35250.0,1743325.0,Chiguayante
7319-ZNRTR,Masculino,0,Si,Si,25,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,No,Transferencia/Webpay,No,9800.0,205575.0,San Pedro de la Paz
2858-MOFSQ,Femenino,0,No,Si,17,Si,Si,ADSL/Cobre,No,No,Si,No,No,No,Plan 12 Meses,Si,Caja Vecina/Servipag,Si,27925.0,468750.0,Hualpen
7503-EPSZW,Femenino,0,Si,Si,64,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,Si,Caja Vecina/Servipag,No,12025.0,779575.0,Chiguayante
7089-XXAYG,Masculino,0,Si,No,25,No,Sin linea,ADSL/Cobre,No,No,Si,No,Si,No,Plan 12 Meses,Si,PAT (Tarjeta Credito),No,19050.0,485200.0,Chiguayante
8118-LSUEL,Masculino,1,No,No,23,Si,Si,Fibra Optica,No,Si,Si,No,Si,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,53200.0,1241750.0,San Pedro de la Paz
8070-AAWZP,Masculino,1,Si,No,24,No,Sin linea,ADSL/Cobre,No,No,Si,Si,No,No,Sin Contrato/Prepago,No,Caja Vecina/Servipag,No,17125.0,414100.0,Chiguayante
1666-JXLKU,Femenino,0,No,No,37,Si,Si,Fibra Optica,No,No,Si,No,Si,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,50025.0,1905275.0,San Pedro de la Paz
7855-DIWPO,Femenino,0,No,No,21,Si,No,Fibra Optica,No,No,No,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,34325.0,746600.0,San Pedro de la Paz
5133-POWUA,Masculino,0,No,No,1,Si,No,ADSL/Cobre,No,No,No,No,No,No,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,No,22900.0,22900.0,Chiguayante
5652-MSDEY,Femenino,0,No,No,10,Si,Si,Fibra Optica,No,No,No,No,No,No,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,No,37875.0,388650.0,Talcahuano
7005-CCBKV,Masculino,0,No,No,6,Si,No,Fibra Optica,No,Si,No,No,No,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,42200.0,278175.0,San Pedro de la Paz
1810-BOHSY,Masculino,0,Si,No,51,Si,Si,Fibra Optica,Si,Si,No,No,No,Si,Plan 12 Meses,Si,PAT (Tarjeta Credito),No,48200.0,2455525.0,Concepcion
1784-BXEFA,Femenino,0,No,No,10,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,No,10275.0,93675.0,Hualpen
7351-MHQVU,Femenino,0,No,No,6,No,Sin linea,ADSL/Cobre,Si,Si,No,Si,No,Si,Sin Contrato/Prepago,No,PAT (Tarjeta Credito),No,25475.0,153800.0,San Pedro de la Paz
9224-VTYID,Masculino,0,Si,Si,47,Si,Si,ADSL/Cobre,Si,Si,Si,Si,Si,Si,Plan 24 Meses,Si,Caja Vecina/Servipag,No,45250.0,2159175.0,Talcahuano
9500-IWPXQ,Femenino,0,Si,Si,61,Si,Si,ADSL/Cobre,Si,Si,Si,Si,No,Si,Plan 12 Meses,Si,Transferencia/Webpay,No,39700.0,2410275.0,Talcahuano
5762-TJXGK,Femenino,0,No,No,52,No,Sin linea,ADSL/Cobre,Si,Si,Si,No,Si,Si,Plan 24 Meses,Si,PAC (Cta Cte),No,29375.0,1519275.0,Chiguayante
4504-YOULA,Femenino,0,Si,Si,35,Si,Si,ADSL/Cobre,Si,Si,No,No,No,No,Sin Contrato/Prepago,Si,PAT (Tarjeta Credito),No,29725.0,1068450.0,Hualpen
5569-IDSEY,Masculino,0,Si,No,71,Si,Si,Fibra Optica,No,Si,Si,No,Si,Si,Plan 12 Meses,Si,PAC (Cta Cte),No,52850.0,3736075.0,Chiguayante
4250-FDVOU,Femenino,0,No,No,6,Si,No,ADSL/Cobre,Si,Si,No,No,No,No,Sin Contrato/Prepago,No,Transferencia/Webpay,Si,28125.0,194550.0,Talcahuano
7284-ZZLOH,Masculino,0,Si,No,45,Si,No,ADSL/Cobre,Si,No,Si,No,No,No,Plan 24 Meses,No,PAT (Tarjeta Credito),No,26650.0,1148125.0,Hualpen
5277-ZLOOR,Femenino,1,No,No,2,Si,Si,Fibra Optica,No,No,No,No,Si,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,42775.0,93725.0,San Pedro de la Paz
2141-RRYGO,Femenino,0,No,No,4,Si,No,ADSL/Cobre,No,Si,No,No,Si,Si,Sin Contrato/Prepago,Si,PAC (Cta Cte),Si,34325.0,130625.0,Hualpen
1777-JYQPJ,Masculino,0,No,No,2,No,Sin linea,ADSL/Cobre,No,No,No,No,No,No,Sin Contrato/Prepago,No,Caja Vecina/Servipag,No,12150.0,19225.0,Talcahuano
6376-GAHQE,Masculino,0,No,No,4,Si,No,Fibra Optica,No,No,No,No,Si,No,Sin Contrato/Prepago,No,Transferencia/Webpay,Si,38925.0,149600.0,Chiguayante
3401-URHDA,Masculino,0,No,No,51,Si,Si,ADSL/Cobre,Si,No,No,Si,No,No,Plan 12 Meses,No,PAT (Tarjeta Credito),No,29950.0,1521800.0,Hualpen
1599-EAHXY,Masculino,0,Si,Si,60,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,No,PAT (Tarjeta Credito),No,11975.0,753200.0,Concepcion
8631-XVRZL,Masculino,0,No,No,9,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,Si,Caja Vecina/Servipag,No,10075.0,81850.0,San Pedro de la Paz
5052-PNLOS,Masculino,0,No,No,3,Si,Si,Fibra Optica,No,Si,Si,No,Si,Si,Sin Contrato/Prepago,Si,PAC (Cta Cte),Si,52675.0,161625.0,Chiguayante
3853-LYGAM,Masculino,0,No,No,17,Si,Si,Fibra Optica,No,No,Si,Si,No,Si,Sin Contrato/Prepago,Si,PAC (Cta Cte),No,47825.0,820000.0,Concepcion
6979-ZNSFF,Femenino,0,No,No,8,Si,Si,Fibra Optica,No,No,No,No,Si,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,43525.0,381050.0,Concepcion
5751-USDBL,Masculino,0,Si,Si,46,Si,No,ADSL/Cobre,Si,No,Si,Si,Si,Si,Plan 24 Meses,No,Caja Vecina/Servipag,No,40500.0,1923175.0,Chiguayante
5680-LQOGP,Femenino,0,No,No,68,Si,No,ADSL/Cobre,Si,Si,Si,Si,Si,Si,Plan 24 Meses,Si,PAT (Tarjeta Credito),No,41225.0,2823300.0,Hualpen
2386-LAHRK,Masculino,0,No,No,1,Si,No,ADSL/Cobre,No,No,No,No,Si,No,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,Si,26750.0,26750.0,Hualpen
8189-DUKMV,Femenino,0,Si,No,4,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,No,PAC (Cta Cte),No,10250.0,39525.0,Concepcion
6032-IGALN,Femenino,0,No,No,1,No,Sin linea,ADSL/Cobre,No,No,No,No,No,No,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,Si,12550.0,12550.0,Hualpen
9931-DCEZH,Masculino,0,No,Si,28,Si,No,ADSL/Cobre,No,Si,No,Si,No,No,Plan 12 Meses,Si,PAT (Tarjeta Credito),No,27200.0,758300.0,Talcahuano
1898-JSNDC,Femenino,0,No,No,39,Si,No,ADSL/Cobre,No,Si,No,No,Si,No,Plan 12 Meses,Si,PAT (Tarjeta Credito),No,29300.0,1112250.0,Hualpen
0315-LVCRK,Masculino,0,No,No,11,Si,No,Fibra Optica,No,No,Si,No,No,Si,Sin Contrato/Prepago,No,Transferencia/Webpay,No,42400.0,444375.0,San Pedro de la Paz
3911-RSNHI,Femenino,0,Si,No,71,No,Sin linea,ADSL/Cobre,No,Si,Si,Si,Si,Si,Plan 24 Meses,Si,PAT (Tarjeta Credito),No,30700.0,2155175.0,Chiguayante
2410-CIYFZ,Masculino,0,No,Si,2,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Caja Vecina/Servipag,No,10200.0,21450.0,Talcahuano
4248-HCETZ,Masculino,1,Si,No,30,Si,No,Fibra Optica,No,Si,Si,No,No,No,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,Si,39825.0,1182575.0,Chiguayante
5505-OVWQW,Femenino,0,No,No,17,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,No,Caja Vecina/Servipag,No,10075.0,176825.0,Talcahuano
7271-AJDTL,Femenino,0,Si,No,55,Si,Si,Fibra Optica,No,Si,Si,No,Si,No,Sin Contrato/Prepago,Si,PAT (Tarjeta Credito),No,47225.0,2536550.0,Concepcion
1867-TJHTS,Femenino,0,No,No,58,Si,Si,Fibra Optica,Si,No,No,No,No,No,Sin Contrato/Prepago,Si,PAC (Cta Cte),No,39900.0,2263425.0,Concepcion
0516-WJVXC,Femenino,0,No,No,5,Si,No,ADSL/Cobre,Si,No,No,Si,No,No,Sin Contrato/Prepago,No,Transferencia/Webpay,Si,27100.0,154125.0,Hualpen
9174-FKWZE,Femenino,1,No,No,1,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,9725.0,9725.0,San Pedro de la Paz
6860-YRJZP,Masculino,1,No,No,9,Si,Si,Fibra Optica,No,No,No,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,37025.0,339225.0,San Pedro de la Paz
4429-WYGFR,Masculino,0,No,No,26,Si,No,ADSL/Cobre,No,No,No,Si,No,No,Sin Contrato/Prepago,No,PAC (Cta Cte),No,24575.0,618650.0,Hualpen
2817-LVCPP,Femenino,0,No,No,50,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,No,PAT (Tarjeta Credito),No,9700.0,511975.0,Talcahuano
5038-ETMLM,Femenino,0,Si,No,72,Si,Si,Fibra Optica,Si,Si,Si,Si,Si,Si,Plan 24 Meses,Si,PAC (Cta Cte),No,56825.0,4091375.0,San Pedro de la Paz
5056-FIMPT,Femenino,0,No,Si,43,Si,No,Fibra Optica,Si,Si,No,Si,Si,Si,Plan 12 Meses,Si,PAT (Tarjeta Credito),No,53000.0,2266150.0,San Pedro de la Paz
4521-WFJAI,Masculino,0,No,No,56,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,Si,PAC (Cta Cte),No,12975.0,722025.0,Concepcion
6569-KTMDU,Femenino,0,No,No,1,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Caja Vecina/Servipag,No,9550.0,9550.0,Concepcion
8809-RIHDD,Masculino,0,Si,Si,72,Si,Si,Fibra Optica,No,Si,Si,No,Si,Si,Plan 24 Meses,Si,Transferencia/Webpay,Si,51700.0,3686325.0,Hualpen
8809-XKHMD,Masculino,0,Si,No,72,Si,Si,Fibra Optica,Si,Si,No,Si,No,Si,Plan 24 Meses,Si,PAC (Cta Cte),No,50275.0,3662550.0,Concepcion
0396-YCHWO,Masculino,0,Si,No,36,Si,Si,Fibra Optica,No,No,No,No,Si,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,47700.0,1737100.0,San Pedro de la Paz
0867-LDTTC,Masculino,0,No,No,5,Si,No,ADSL/Cobre,No,No,Si,Si,Si,Si,Sin Contrato/Prepago,No,PAC (Cta Cte),No,37575.0,196325.0,Hualpen
4822-NGOCH,Femenino,0,No,No,13,Si,Si,Fibra Optica,No,Si,Si,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,42225.0,529300.0,Talcahuano
9391-DXGGG,Femenino,1,No,No,44,Si,No,Fibra Optica,No,Si,Si,No,No,Si,Plan 12 Meses,No,PAT (Tarjeta Credito),No,44575.0,1995375.0,Concepcion
9844-FELAJ,Femenino,1,Si,Si,70,Si,Si,Fibra Optica,No,Si,Si,Si,Si,Si,Plan 12 Meses,Si,Transferencia/Webpay,No,53950.0,3737925.0,Chiguayante
2122-SZZZD,Masculino,0,No,No,44,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,No,PAT (Tarjeta Credito),No,9750.0,417750.0,Chiguayante
5307-DZCVC,Femenino,1,Si,No,32,Si,Si,Fibra Optica,No,No,No,No,Si,No,Sin Contrato/Prepago,Si,PAT (Tarjeta Credito),Si,42975.0,1314300.0,Hualpen
3148-AOIQT,Femenino,0,Si,No,69,Si,Si,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 24 Meses,Si,PAT (Tarjeta Credito),No,12475.0,859175.0,Chiguayante
8679-JOEVF,Femenino,1,No,No,16,Si,No,ADSL/Cobre,No,No,No,Si,Si,No,Sin Contrato/Prepago,No,Transferencia/Webpay,Si,29700.0,511950.0,Hualpen
8395-ETZKQ,Masculino,1,Si,Si,68,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,No,PAC (Cta Cte),No,9750.0,596775.0,Concepcion
6692-YQHXC,Masculino,0,No,No,16,Si,No,Fibra Optica,No,No,No,No,No,No,Sin Contrato/Prepago,Si,PAT (Tarjeta Credito),No,34975.0,602750.0,Concepcion
3889-VWBID,Masculino,0,Si,Si,68,Si,No,ADSL/Cobre,Si,Si,No,Si,Si,Si,Plan 24 Meses,No,PAC (Cta Cte),No,41425.0,2888225.0,Chiguayante
5222-JCXZT,Masculino,0,No,No,4,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Caja Vecina/Servipag,No,9500.0,39450.0,San Pedro de la Paz
9754-CLVZW,Femenino,0,Si,Si,26,No,Sin linea,ADSL/Cobre,Si,Si,No,Si,No,No,Sin Contrato/Prepago,No,PAT (Tarjeta Credito),No,19425.0,512575.0,Hualpen
1432-FPAXX,Femenino,0,No,No,29,No,Sin linea,ADSL/Cobre,No,Si,No,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,15300.0,428175.0,Talcahuano
2739-CCZMB,Masculino,0,No,Si,5,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,PAT (Tarjeta Credito),No,10175.0,61000.0,Hualpen
7080-TNUWP,Masculino,0,Si,No,70,Si,Si,Fibra Optica,No,Si,Si,No,Si,No,Plan 12 Meses,Si,PAC (Cta Cte),No,47500.0,3301450.0,Concepcion
0496-AHOOK,Masculino,0,Si,No,24,Si,No,ADSL/Cobre,Si,No,No,Si,Si,Si,Plan 12 Meses,No,PAC (Cta Cte),No,37200.0,856450.0,Chiguayante
8336-TAVKX,Femenino,1,Si,No,72,Si,Si,ADSL/Cobre,Si,Si,Si,Si,No,Si,Plan 24 Meses,No,PAC (Cta Cte),No,39225.0,2841125.0,Hualpen
2468-SJFLM,Masculino,0,No,No,1,Si,No,Fibra Optica,No,No,No,Si,No,No,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,No,37150.0,37150.0,Talcahuano
3181-VTHOE,Masculino,0,Si,No,70,No,Sin linea,ADSL/Cobre,No,Si,Si,Si,No,Si,Plan 12 Meses,Si,PAC (Cta Cte),No,25525.0,1817575.0,Hualpen
7168-HDQHG,Femenino,0,Si,Si,36,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,PAC (Cta Cte),No,9600.0,351450.0,Chiguayante
4803-AXVYP,Femenino,1,No,No,38,Si,Si,Fibra Optica,No,No,No,Si,Si,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,49775.0,1867125.0,Concepcion
3884-HCSWG,Femenino,0,No,No,17,Si,No,Fibra Optica,No,No,No,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,35000.0,572250.0,San Pedro de la Paz
4567-AKPIA,Femenino,0,Si,Si,41,Si,Si,Fibra Optica,No,Si,Si,Si,Si,Si,Plan 12 Meses,Si,PAC (Cta Cte),No,54550.0,2227125.0,Concepcion
5077-DXTCG,Femenino,0,No,No,1,Si,No,ADSL/Cobre,No,No,No,No,No,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,Si,22650.0,22650.0,Talcahuano
1142-WACZW,Masculino,0,No,No,2,No,Sin linea,ADSL/Cobre,No,No,No,Si,No,No,Sin Contrato/Prepago,No,PAC (Cta Cte),Si,14925.0,37800.0,Chiguayante
7901-HXJVA,Masculino,0,No,No,14,Si,No,Fibra Optica,No,No,Si,No,No,No,Sin Contrato/Prepago,No,Transferencia/Webpay,No,38225.0,558775.0,Concepcion
5649-ANRML,Masculino,1,No,No,2,Si,No,Fibra Optica,No,Si,Si,Si,No,Si,Sin Contrato/Prepago,Si,PAT (Tarjeta Credito),Si,47550.0,90125.0,Concepcion
4892-VLANZ,Masculino,0,No,No,1,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Caja Vecina/Servipag,Si,9900.0,9900.0,Concepcion
5924-IFQTT,Masculino,0,Si,Si,13,Si,Si,ADSL/Cobre,No,Si,Si,Si,Si,No,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,36400.0,465025.0,Hualpen
7968-QUXNS,Masculino,0,No,No,6,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Caja Vecina/Servipag,No,9475.0,55075.0,Hualpen
2919-HBCJO,Femenino,0,No,No,4,Si,No,Fibra Optica,No,Si,No,No,No,No,Sin Contrato/Prepago,Si,PAC (Cta Cte),Si,38325.0,166800.0,Chiguayante
4236-XPXAV,Femenino,0,Si,Si,5,Si,No,Fibra Optica,No,Si,No,Si,Si,Si,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,Si,49575.0,232525.0,San Pedro de la Paz
8903-WMRNW,Femenino,0,Si,No,15,Si,No,Fibra Optica,Si,No,Si,No,Si,Si,Sin Contrato/Prepago,No,Transferencia/Webpay,No,50875.0,834700.0,Concepcion
2452-SNHFZ,Femenino,0,No,No,47,Si,No,Fibra Optica,Si,No,No,No,No,No,Sin Contrato/Prepago,No,PAT (Tarjeta Credito),No,37725.0,1772550.0,Chiguayante
3629-WEAAM,Femenino,0,No,No,8,Si,No,ADSL/Cobre,No,No,Si,Si,No,Si,Sin Contrato/Prepago,No,Caja Vecina/Servipag,No,32050.0,252025.0,Chiguayante
6029-CSMJE,Masculino,0,No,No,17,No,Sin linea,ADSL/Cobre,No,No,No,No,No,No,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,No,12825.0,220100.0,Talcahuano
7993-NQLJE,Masculino,0,Si,Si,15,Si,No,Fibra Optica,Si,No,No,No,No,No,Sin Contrato/Prepago,No,Caja Vecina/Servipag,No,37550.0,575775.0,San Pedro de la Paz
9909-DFRJA,Femenino,0,No,No,26,Si,No,Fibra Optica,Si,No,Si,Si,No,Si,Plan 12 Meses,Si,PAC (Cta Cte),No,47925.0,1237675.0,Concepcion
9099-FTUHS,Femenino,0,No,No,23,Si,Si,ADSL/Cobre,Si,No,No,No,No,No,Sin Contrato/Prepago,No,Transferencia/Webpay,No,27200.0,624625.0,Concepcion
0581-BXBUB,Femenino,1,No,No,4,Si,No,Fibra Optica,No,Si,No,No,No,No,Sin Contrato/Prepago,No,Transferencia/Webpay,No,36375.0,158875.0,Concepcion
4962-CHQPW,Masculino,0,No,Si,29,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,No,Caja Vecina/Servipag,No,9925.0,267525.0,Talcahuano
9467-ROOLM,Femenino,0,No,No,25,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin Contrato/Prepago,No,Caja Vecina/Servipag,No,9525.0,230650.0,Concepcion
3030-YZADT,Masculino,0,No,No,9,Si,No,ADSL/Cobre,No,No,No,No,No,No,Sin Contrato/Prepago,No,Caja Vecina/Servipag,Si,22475.0,215500.0,Talcahuano
7410-KTVFV,Masculino,0,Si,No,18,Si,No,ADSL/Cobre,No,No,Si,No,No,No,Sin Contrato/Prepago,Si,Caja Vecina/Servipag,Si,24775.0,439175.0,Talcahuano
5150-ITWWB,Masculino,1,No,No,3,Si,Si,Fibra Optica,No,No,No,No,Si,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,47425.0,167875.0,San Pedro de la Paz
2253-KPMNB,Femenino,0,Si,Si,69,No,Sin linea,ADSL/Cobre,Si,Si,Si,Si,No,No,Plan 24 Meses,No,PAC (Cta Cte),No,23125.0,1560700.0,San Pedro de la Paz
1345-ZUKID,Masculino,0,No,No,14,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,No,Caja Vecina/Servipag,No,9675.0,162400.0,Chiguayante
6429-SHBCB,Masculino,0,No,No,19,Si,Si,ADSL/Cobre,No,No,No,No,Si,Si,Sin Contrato/Prepago,No,Caja Vecina/Servipag,No,34800.0,697275.0,Hualpen
9281-OFDMF,Masculino,1,No,No,39,Si,Si,Fibra Optica,No,Si,No,No,No,Si,Sin Contrato/Prepago,No,Transferencia/Webpay,No,45350.0,1706625.0,San Pedro de la Paz
2603-HVKCG,Masculino,0,No,No,31,Si,No,Fibra Optica,No,Si,Si,No,Si,Si,Sin Contrato/Prepago,Si,Transferencia/Webpay,No,50700.0,1571825.0,Hualpen
1834-WULEG,Masculino,0,Si,Si,24,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,No,Caja Vecina/Servipag,No,10125.0,219875.0,San Pedro de la Paz
9097-ZUBYC,Masculino,0,Si,No,14,Si,No,ADSL/Cobre,No,No,No,Si,No,No,Sin Contrato/Prepago,No,PAC (Cta Cte),No,24400.0,332200.0,Hualpen
5148-ORICT,Femenino,0,Si,No,64,Si,No,ADSL/Cobre,Si,Si,Si,Si,No,Si,Plan 24 Meses,Si,Caja Vecina/Servipag,No,37175.0,2379775.0,Hualpen
4893-GYUJU,Femenino,0,No,No,50,Si,No,No,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Sin internet,Plan 12 Meses,Si,Caja Vecina/Servipag,No,9675.0,516500.0,San Pedro de la Paz
4578-PHJYZ,Masculino,0,Si,Si,52,Si,No,ADSL/Cobre,No,Si,Si,Si,Si,No,Plan 12 Meses,Si,Transferencia/Webpay,No,34375.0,1741425.0,Talcahuano
